0.013367	-0.005548	1.000000
-0.395760	0.461097	-1.000000
-0.416982	0.365092	-1.000000
-0.488274	0.171547	-1.000000
0.532153	-0.567866	-1.000000
0.122579	0.946487	-1.000000
-0.384493	0.247758	1.000000
-0.067588	-0.045712	1.000000
0.059144	-0.395928	1.000000
-0.018149	0.953552	-1.000000
0.201079	-0.064355	1.000000
0.338823	0.021757	1.000000
0.242867	-0.075684	1.000000
0.534136	0.667515	-1.000000
0.506525	-0.289591	-1.000000
0.305737	0.908481	-1.000000
0.038669	-0.108365	1.000000
0.082304	0.270693	1.000000
0.312426	0.600907	-1.000000
0.309698	-0.169235	1.000000
-0.015168	0.413458	1.000000
0.459416	-0.503025	-1.000000
0.281810	0.321301	1.000000
-0.004953	-0.043311	1.000000
-0.300477	-0.400369	-1.000000
-0.186240	-0.001799	1.000000
0.330498	-0.369145	1.000000
-0.308822	0.162718	1.000000
-0.258485	0.197946	1.000000
-0.396932	-0.661075	-1.000000
-0.240131	0.104035	1.000000
-0.178254	-0.326043	1.000000
-0.164555	-0.179529	1.000000
-0.065215	0.389894	1.000000
0.452355	0.469316	-1.000000
0.062432	-0.084096	1.000000
0.330167	0.441416	-1.000000
-0.927037	0.161601	-1.000000
0.144547	0.234122	1.000000
-0.217818	0.061533	1.000000
-0.174088	0.102967	1.000000
0.793085	-0.524566	-1.000000
0.129582	0.150410	1.000000
0.041515	0.035745	1.000000
0.414837	0.215717	1.000000
0.773910	0.127578	-1.000000
-0.167127	-0.080091	1.000000
-0.396933	0.521792	-1.000000
-0.394084	-0.293405	1.000000
-0.154223	-0.034638	1.000000
-0.516621	0.405539	-1.000000
-0.205855	-0.688876	-1.000000
-0.130659	-0.083513	1.000000
-0.181782	-0.309467	1.000000
-0.281825	0.595069	-1.000000
0.492666	-0.228521	-1.000000
0.870561	-0.210500	-1.000000
0.815079	-0.304710	-1.000000
0.130022	-0.129678	1.000000
-0.136369	0.322480	1.000000
0.109477	-0.356745	1.000000
0.242264	0.521997	-1.000000
0.559609	0.046096	-1.000000
-0.001247	-0.680130	-1.000000
0.315376	-0.257177	1.000000
-0.633179	0.393255	-1.000000
-0.245127	-0.953263	-1.000000
-0.045355	-0.700914	-1.000000
-0.381357	-0.195552	1.000000
0.025829	-0.025078	1.000000
-0.463178	-0.006161	1.000000
0.323558	0.020790	1.000000
0.129964	-0.026900	1.000000
-0.335929	0.759257	-1.000000
-0.178986	-0.360922	1.000000
0.103116	0.511675	-1.000000
-0.504834	-0.293213	-1.000000
0.580577	0.009450	-1.000000
0.309817	0.510461	-1.000000
-0.041273	-0.069715	1.000000
-0.926776	0.164235	-1.000000
0.717424	0.020803	-1.000000
0.113837	-0.822553	-1.000000
0.669802	-0.003482	-1.000000
0.181721	-0.154356	1.000000
-0.783099	-0.478904	-1.000000
0.228123	-0.929201	-1.000000
0.447505	-0.450698	-1.000000
-0.444104	-0.714095	-1.000000
-0.870065	-0.213119	-1.000000
0.126287	-0.231846	1.000000
0.278778	-0.002085	1.000000
-0.661379	-0.387160	-1.000000
-0.057020	0.641612	-1.000000
0.542173	0.062286	-1.000000
0.009885	0.040948	1.000000
-0.576236	0.147805	-1.000000
-0.533344	0.271207	-1.000000
0.178532	-0.188292	1.000000
0.243719	0.005464	1.000000
